aama	аамп
trowels	лопатки
truancies	прогулы
truancy	прогул
truancy	школой
truant	прогульщик
truants	прогульщики
truble	беда
truble	бида
truce	затишье
truce	перемирие
truce	конец
truce	передышка
truce	перемирия
truce	прекращение
truces	перемирие
truces	перемирия
truck	обмен
truck	грузовик
truck	мена
truck	обменивать
truck	отношения
truck	товарами
truck	связи
truck	сделка
truck	товарообмен
truck	вздор
truck	вагонетка
trucking	кекуок
truckle	раскладушка
truckler	подхалим
truckmounted	подвижной
truckmounted	самоходный
trucks	товарообмен
truculent	агрессивный
truculent	груб
truculent	грубый
truculent	резкий
truculent	свирепый
truculent	язвительный
trudgen	треджен
true	верен
true	верный
true	взаправдашний
true	всамделишный
true	доподлинный
true	истинный
true	отдан
true	истый
true	настоящий
true	подлинный
true	отданный
true	подлинен
true	правдив
true	правдивый
true	правилен
true	правильно
true	правильно-правильно
true	правильный
true	предан
true	преданный
true	точный
trueblue	подлинный
trueblue	взаправдашний
trueblue	всамделишный
trueblue	истый
trueblue	доподлинный
trueblue	подлинен
trueblue	настоящий
trueborn	прирожденный
trueborn	чистокровный
truebred	чистокровный
truehearted	искренен
truehearted	искренний
truehearted	истинен
truehearted	истинный
truelove	возлюбленная
truelove	любимый
truelove	возлюбленный
truetolife	реалистичен
truetolife	реалистический
truetolife	реалистичный
truffle	трюфель
truffles	трюфель
truism	трюизм
truisms	трюизм
trull	проститутка
trull	шлюха
truly	верно
truly	взаправду
truly	вправду
truly	подлинно
truly	искренне
truly	лояльно
truly	поистине
truly	правдиво
trump	козырь
trump	козырять
trump	сфабриковать
trumpery	мишура
trumpet	воронка
trumpet	труба
trumpet	реветь
trumpet	сурьма
trumpet	трубить
trumpeter	трубач
trumpeting	рев
trumpeting	труба
trumpetmajor	штаб-трубач
trumpets	трубы
trumps	козыре
trumps	козыри
truncate	врежьте
truncate	калечить
truncate	обрезать
truncate	обрезывать
truncate	сокращать
truncate	увечить
truncate	урезывать
truncate	усекать
truncated	сокращенный
truncated	урезан
truncated	урезанный
truncates	урезает
truncates	урезывает
truncating	врезку
truncating	врезка
truncating	врезки
truncating	урезывание
truncation	срез
truncation	увечье
truncheon	жезл
trundle	качение
trundle	тележка
trundled	катится
trundles	катится
trunk	багажник
trunk	желоб
trunk	магистральный
trunk	корпус
trunk	магистраль
trunk	потек
trunk	поток
trunk	ствол
trunk	труба
trunk	туловище
trunk	шина
trunk	хобот
trunk	чемодан
trunkline	магистраль
trunkroad	магистраль
trunks	трусы
trunnion	цапфа
truss	вязанка
truss	вяжущая
truss	связка
trussed	связанный
trussed	связан
trussed	связь
trusses	вязанки
trusses	вязки
trust	верить
trust	вверять
trust	вера
trust	доверенность
trust	доверенности
trust	доверие
trust	доверять
trust	опека
trust	концерн
trust	кредит
trust	поручение
trust	поручения
trust	трест
trustdeed	доверенности
trustdeed	поручение
trustdeed	доверенность
trustdeed	поручения
trusted	надежный
trusted	доверенный
trusted	доверен
trusted	вверен
trusted	вверенный
trustee	администратор
trustee	государство
trustee	попечитель
trustee	куратор
trustee	опекун
trustees	опекуны
trusteeship	опека
trusteeship	попечительство
trusteeship	опекунство
trusteeships	опекунства
truster	кредитор
trustful	доверчив
trustful	доверчивый
trustfull	доверчивый
trustfully	доверчиво
trustification	трестирование
trustify	трестировать
trustiness	надежность
trusting	доверчивый
trustingly	доверчиво
trustless	недоверчивый
trustless	ненадежен
trustless	ненадежный
trusts	доверие
trustworthiness	достоверность
trustworthy	достоверен
trustworthy	кредитоспособный
trustworthy	достоверный
trustworthy	надежен
trustworthy	надежный
trustworthy	надёжен
trustworthy	надёжный
trustworthy	солидный
truth	истина
truth	правдивость
truth	поистине
truth	правда
truth	соответствие
truth	реализм
truth	точность
truthful	верный
truthful	правдивый
truthful	истинный
truthful	правдив
truthful	правильный
truthfully	правдиво
truthfulness	правдивость
truthless	ложный
truthless	ненадежный
truthless	ненадежен
truths	правды
try	отведывать
try	попробовать
try	попытать
try	постараться
try	попытаться
try	попытка
try	пробовать
try	пытаться
try	стараться
trying	докучливый
trying	попытка
trying	мучительный
trying	трудный
trying	раздражающий
trying	тяжелый
tryon	примерка
tryout	проба
tryout	искус
tryout	кандидат
trypillian	трипольский
trysquare	угольник
tryst	свидание
tryst	свидания
tryst	свиданьица
tsar	царь
tsarevitch	царевич
tsarina	царица
tsars	цари
tsc	тск
tsd	тси
tsetse	цеце
tshaped	т-образный
tshirt	тенниска
tspp	топф
tsunami	цунами
tsunamis	цунами
ttd	ттд
tuareg	туарег
tub	кадушка
tub	бочонок
tub	кадка
tuba	туба
tubaphone	тубафон
tubas	тубы
tubby	бочкообразный
tube	труба
tube	метро
tube	трубка
tube	туба
tube	туннель
tuber	клубень
tubercle	бугорок
tubercle	горбик
tubercular	туберкулезный
tuberculate	туберкулезный
tuberculin	туберкулин
tuberculosis	туберкулез
tuberculous	туберкулезный
tubers	клубни
tubers	клубня
tubes	трубы
tubing	трубопровод
tubing	тюбинг
tubings	трубопроводы
tubs	кадушки
tubs	кадки
tubthumper	проповедник
tubthumping	напыщенный
tubular	трубчатый
tubular	трубный
tubule	трубочка
tubules	трубочки
tuck	давиться
tuck	засунуть
tuck	запрятать
tuck	засовывать
tuck	подбирать
tuck	подворачивать
tuck	подгибать
tuck	подсовывать
tuck	прятать
tuck	сборка
tuck	складка
tucker	манишка
tucker	истома
tucker	изнеможение
tucket	фанфары
tuckin	заправляемый
tucks	складки
tuckshop	кондитерская
tuesday	вторник
tuesdays	вторники
tufa	article
tufaceous	туфовый
tuff	article
tuft	стегать
tufthunter	доносчик
tufthunter	приспешник
tug	буксир
tug	буксировать
tug	влачить
tug	дужка
tug	отбуксировать
tug	рывок
tug	тянуть
tugboat	буксир
tugboat	буксир
tuggage	буксировка
tugging	подергивание
tugrik	тугрик
tugs	рывки
tuition	обучения
tuition	обучение
tuition	учеба
tuition	учебу
tuition	учения
tuition	учебы
tuition	учение
tuition	учёба
tuition	учёбы
tuitions	обучение
tuitions	обучения
tuitions	учеба
tuitions	учение
tuitions	учебу
tuitions	учебы
tuitions	учения
tuitions	учёба
tuitions	учёбы
tulip	тюльпан
tulips	тюльпаны
tulle	тюль
tulles	тюль
tumble	впасти
tumble	впасть
tumble	кувыркаться
tumble	падения
tumble	падать
tumble	падение
tumble	пасть
tumble	упасть
tumbled	опрокидывается
tumbled	перебрасывается
tumbled	перекидывается
tumbled	помятый
tumbledown	разваленный
tumbledown	развален
tumbledown	развалившийся
tumbler	акробат
tumbler	бокал
tumbler	борзая
tumbler	голубь-вертун
tumbler	неваляшка
tumbler	турман
tumbler	склянка
tumbler	стакан
tumblers	стакана
tumblers	склянки
tumblers	стаканы
tumbles	падение
tumbles	падения
tumbleweed	перекати-поле
tumbling	акробатика
tumefaction	опухание
tumefaction	опухоль
tumefaction	распухание
tumefy	опухать
tumescence	опухоль
tumid	напыщенный
tumid	вспухший
tumid	распухший
tumidity	опухоль
tummy	брюшко
tumor	опухоль
tumoral	опухолевый
tumour	опухоль
tumours	опухоли
tump	бугорок
tump	холмик
tumult	буйство
tumult	возня
tumult	кутерьма
tumult	суматоха
tumult	мятеж
tumult	суета
tumults	кутерьма
tumults	возня
tumults	суета
tumults	суматоха
tumultuary	беспорядочный
tumultuary	безалаберный
tumultuary	недисциплинированный
tumultuary	буйный
tumultuary	шумный
tumultuous	беспорядочный
tumultuous	безалаберный
tumultuous	бурливый
tumultuous	бурный
tumultuous	бушующий
tumulus	могила
tuna	тунец
tunable	гармоничный
tunable	мелодичен
tunable	мелодический
tunable	мелодичный
tunably	мелодично
tunas	тунцы
tundra	тундра
tundras	тундра
tune	настраивать
tune	мелодия
tune	мотив
tune	настроить
tuned	настроенный
tunedin	знающий
tunedin	модерновый
tunedin	квалифицированный
tuneful	мелодический
tuneful	мелодичен
tuneful	мелодичный
tunefully	мелодично
tuneless	беззвучный
tuneless	глухой
tuneless	немелодичный
tunelessly	немелодично
tuneout	выключение
tuner	настройщик
tuner	приемник
tuner	тюнер
tunes	мелодии
tungsten	вольфрам
tungsten	вольфрамовый
tungstic	вольфрамовый
tungusic	тунгусо-манчжурский
tunic	мундир
tunic	покров
tunic	туника
tunics	туники
tuning	настройка
tuningfork	камертон
tunis	тунис
tunisia	тунис
tunisian	тунисский
tunnel	дымоход
tunnel	коридор
tunnel	туннель
tunnel	туннельный
tunnels	туннеле
tunnels	туннели
tunnies	тунцы
tunny	тунец
tuny	мелодичен
tuny	мелодический
tuny	мелодичный
tup	баран
tupi	тупи
tuple	кортеж
tups	бараны
turanian	урало-алтайский
turban	тюрбан
turban	чалма
turbans	чалмы
turbary	торфяник
turbid	густой
turbid	мутный
turbid	запутанный
turbid	мутен
turbid	плотный
turbid	туманный
turbidity	мутность
turbine	турбинный
turbine	турбина
turbines	турбины
turboelectric	турбоэлектрический
turbogenerator	турбогенератор
turbojet	турбореактивный
turbojets	турбореактивный
turboprop	турбовинтовой
turbot	палтус
turbulence	буйность
turbulence	бурность
turbulence	турбулентность
turbulences	турбулентность
turbulent	буйный
turbulent	беспокойный
turbulent	бурливый
turbulent	бурный
turbulent	бушующий
turbulent	непокорный
turbulently	бурно
turcoman	тюрк
tureen	супница
tureens	супницы
tureens	супнице
turf	дерн
turf	дерен
turf	торф
turf	торфяной
turfen	торфяной
turfgrass	газон
turgescence	напыщенность
turgescency	напыщенность
turgid	напыщенный
turgid	опухший
turgidity	напыщенность
turk	мусульманин
turk	турок
turk	турчанка
turkey	индейка
turkey	индюк
turkeycock	индюк
turkeycock	надутый
turkeyhen	индейка
turkeypoult	индюшонок
turki	тюркский
turkic	тюркский
turkish	турецкий
turkism	тюркизм
turkman	туркмен
turkman	турок
turkmen	туркменский
turkmen	туркмены
turkmenian	туркменский
turkoman	турок
turkoman	туркмен
turkoman	тюрк
turks	турки
turmoil	шум
turmoil	шумиха
turmoil	шумиху
turmoil	беспорядка
turmoil	беспорядки
turmoil	беспорядок
turmoil	бестолковщины
turmoil	бестолковщина
turmoil	галдеж
turmoil	возня
turmoil	замешательство
turmoil	замешательства
turmoil	неурядица
turmoil	кутерьма
turmoil	неурядицы
turmoil	неурядицу
turmoil	неустройство
turmoil	неустройства
turmoil	суматоха
turmoil	суета
turmoils	беспорядка
turmoils	беспорядки
turmoils	беспорядок
turmoils	бестолковщина
turmoils	бестолковщины
turmoils	неурядица
turmoils	неурядицу
turmoils	неурядицы
turmoils	неустройства
turmoils	неустройство
turn	вернуть
turn	вернитесь
turn	вернуться
turn	возвратитесь
turn	возвратить
turn	возвратиться
turn	возвращать
turn	возвращаться
turn	воротить
turn	воротиться
turn	изменение
turn	выгонять
turn	вырезать
turn	крутиться
turn	оборот
turn	перемена
turn	обратить
turn	очередь
turn	повернуть
turn	повернитесь
turn	повернуться
turn	повертывать
turn	поворачивать
turn	поворотить
turn	поворотиться
turn	свернуть
turn	черед
turn	черёд
turnabout	карусель
turnabout	поворот
turnabouts	карусели
turnagain	подоспел
turnagain	припев
turnback	изменник
turnback	предатель
turnback	трус
turncoat	ренегат
turncoats	ренегаты
turncock	человек
turndown	спад
turndown	отложной
turned	повернутый
turned	перелицованный
turned	прокисший
turner	гончар
turner	гимнаст
turner	голубь-вертун
turner	токарь
turneresque	тернеровский
turners	гимнасты
turngate	крестовина
turngate	турникет
turning	виток
turning	гимнастика
turning	излучина
turning	обточка
turning	поворот
turning	превращение
turnings	повороты
turningtable	проигрыватель
turnip	репа
turnips	репа
turnoff	выпуск
turnoff	поворот
turnout	забастовка
turnout	выезд
turnout	выпуск
turnout	одежда
turnout	забастовщик
turnout	подъем
turnout	оформление
turnout	публика
turnout	сборы
turnout	собрание
turnout	собрания
turnout	экипировка
turnout	явка
turnover	опрокидывание
turnover	оборот
turnover	товарооборот
turnover	текучесть
turnovers	обороты
turnpenny	корыстолюбец
turnpenny	стяжатель
turnpike	застава
turnpike	шлагбаум
turnround	поворот
turns	возвращается
turns	поворачивается
turns	повертывается
turnscrew	отвертка
turnskin	оборотень
turnskin	перевертень
turnsole	лакмус
turnspit	вертел
turnspit	рожон
turnspit	такса
turnstile	крестовина
turnstile	турникет
turnstiles	турникеты
turntable	диск
turntable	проигрыватель
turntable	проигрыватель
turntables	проигрывателе
turntables	проигрыватели
turnto	возвратитесь
turnto	вернитесь
turnto	повернитесь
turnup	карта
turnup	драка
turnup	завернутое
turnup	манжета
turnup	неожиданность
turnup	отогнутое
turnup	удача
turnup	шум
turpentine	живица
turpentine	скипидар
turpentinic	скипидарный
turpentinous	скипидарный
turpitude	подлость
turpitude	низость
turpitude	позор
turpitude	порочность
turpitude	развращенность
turpitudes	позор
turps	скипидар
turquoise	бирюза
turquoise	бирюзовый
turret	башенка
turrets	башенки
turtle	черепаха
turtledove	любимый
turtledove	возлюбленный
turtledove	горлица
tuscan	тосканец
tuscan	золотисто-желтый
tush	клык
tusk	бивень
tusks	бивни
tusks	бивне
tussah	туссор
tusseh	туссор
tusser	туссор
tussis	кашель
tussle	драка
tussle	потасовка
tussled	дерется
tussled	бьется
tussled	бьётся
tussled	избивается
tussled	колотится
tussles	драки
tussles	потасовки
tussling	драка
tussling	потасовка
tussock	дерновина
tussock	кистехвост
tussock	трава
tussock	кочка
tussock	купина
tussock	хохолок
tussocks	купина
tussocks	кочка
tussocky	кочковатый
tussore	туссор
tutee	ученик
tutelage	обучение
tutelage	опека
tutelage	опекунство
tutelage	попечительство
tutelages	опекунства
tutelar	опекающий
tutelar	опекунский
tutelar	охраняющий
tutelary	опекающий
tutelary	опекунский
tutelary	охраняющий
tutor	воспитатель
tutor	опекун
tutor	репетитор
tutorage	опекунство
tutored	наученный
tutored	умудрен
tutored	обучен
tutored	обученный
tutored	умудренный
tutoress	наставница
tutoress	учительница
tutoress	опекунша
tutorial	обучающий
tutorial	учебник
tutorial	опекунский
tutorial	учебный
tutorials	учебники
tutoring	обучение
tutoring	обучения
tutoring	учеба
tutoring	учение
tutoring	учебу
tutoring	учебы
tutoring	учения
tutoring	учёба
tutoring	учёбы
tutors	репетиторы
tutorship	опекунство
tutu	пачка
tuvinian	тувинский
tuxedo	смокинг
tuxedos	смокинги
tuyere	фурма
tv	телевидение
tv	телевидения
twaddle	краснобайство
twaddle	краснобайства
twaddle	пустозвонства
twaddle	пустозвонство
twaddles	краснобайства
twaddles	краснобайство
twaddles	пустозвонства
twaddles	пустозвонство
twaddling	краснобайства
twaddling	краснобайство
twaddling	пустозвонства
twaddling	пустозвонство
twain	два
twains	два
twang	звучать
twang	щипок
twang	играть
twang	налет
tweak	щипок
tweaking	подбор
tweaks	щипки
tweed	твид
tweed	твидовый
tweedle	пиликанье
tweedle	пиликать
tweedledee	пиликать
tweedy	домашний
tweedy	затрапезный
tweedy	непритязательный
tweet	щебетание
tweezers	пинцеты
twelfth	двенадцатое
twelfth	двенадцатый
twelve	двенадцать
twelvemonth	год
twelvemonth	рек
twelver	шиллинг
twentieth	двадцатое
twentieth	двадцатый
twenty	двадцать
twentytwenty	двадцать-двадцать
twerp	грубиян
twibill	алебарда
twice	вдвое
twice	дважды
twicer	рабочий
twicetold	избитый
twicetold	известный
twiddled	вертится
twiddler	бездельник
twiddles	вертит
twiddling	верчению
twig	розги
twig	стиль
twig	наблюдать
twig	веточка
twig	понять
twig	разгадать
twiggy	ветвистый
twiggy	тонкий
twiggy	хрупкий
twigs	веточки
twilight	заката
twilight	неясный
twilight	полумглы
twilight	полумрак
twilight	сумерки
twilights	полумглы
twills	саржи
twin	близнец
twin	близкий
twin	двойниковый
twinbrothers	братья-близнецы
twine	бечевка
twine	бечевки
twine	веревка
twine	верёвка
twine	виться
twine	извиваться
twine	обхватить
twine	узел
twined	плетётся
twined	плетется
twines	веревки
twines	бечевки
twines	верёвки
twining	переплета
twining	переплеты
twining	переплёт
twining	плетение
twining	переплет
twinkle	излучать
twinkle	мгновение
twinkle	огонек
twinkle	мерцать
twinkle	мигание
twinkling	мгновение
twinkling	мелькание
twinkling	мерцание
twinkling	мигание
twinkling	мигания
twinklings	мигание
twinklings	мигания
twinned	двойниковый
twinning	двойникование
twinsisters	сестры-близнецы
twirl	вертеть
twirl	извиваться
twirled	вертится
twirling	верчению
twirls	вертеть
twist	крутить
twist	крутиться
twist	растяжение
twist	скручивание
twist	скручивания
twist	твист
twisted	запутанный
twisted	витой
twisted	вплетенный
twisted	извращенный
twisted	извилистый
twisted	искривленный
twisted	испорченный
twisted	косослойный
twisted	переплетенный
twisted	покоробившийся
twisted	сплетенный
twisted	спиральный
twisted	спутанный
twister	лгун
twister	скороговорка
twister	смерч
twister	сучильщик
twister	торнадо
twister	шенкель
twisting	кружения
twisting	кружение
twisting	кручения
twisting	кручение
twists	скручивания
twists	скручивание
twisty	ловкий
twisty	извилистый
twisty	неуловимый
twisty	нечестный
twisty	уклончивый
twit	укор
twit	попрек
twit	упрек
twit	укоризна
twit	укоризну
twitch	болеть
twitch	подергивание
twitch	дергать
twitch	дернуть
twitch	шарпать
twitch	теребить
twitches	подергивание
twitching	подергивание
twitter	болтовня
twitter	трясти
twitter	хихикать
twitter	щебетание
twitter	щебетать
twittering	щебетание
twitters	щебетание
two	два
twoaddress	двухадресный
twobit	никудышный
twobit	плохой
twobladed	двухлопастной
twobyfour	маленький
twobyfour	небольшой
twobyfour	мелкий
twobyfour	мелочный
twobyfour	ограниченный
twobyfour	тесный
twobyfour	узкий
twocolour	двухцветный
twocycle	двухтактный
twodigit	двухзначный
twodimensional	двумерный
twodimensional	двухмерный
twodimensional	неглубокий
twodimensional	невыразительный
twodimensional	неубедительный
twodimensional	плоский
twodimensional	поверхностный
twoedged	двусмысленный
twoedged	обоюдоострый
twoeyed	двуглазый
twofaced	лживый
twofaced	двуликий
twofaced	двуличный
twofield	двупольный
twofisted	неуклюжий
twofisted	сильный
twofisted	энергичен
twofisted	энергичный
twofold	вдвойне
twofold	двойной
twofold	двояко
twofold	двукратный
twofold	удвоен
twofold	удвоенный
twofooted	двуногая
twofooted	двуногое
twofooted	двуногий
twohand	двуручный
twohanded	двуручный
twoheaded	двуглавый
twoleaved	створчатый
twolegged	двуногий
twolevel	двухуровневый
twoman	двухместный
twomasted	двухмачтовый
twopenny	малыш
twophase	двухфазный
twoplace	двухзначный
twoply	двухниточный
twoply	двойной
twosided	двусторонний
twosided	двухсторонний
twosome	пара
twosome	пара
twostep	тустеп
twostoried	двухэтажный
twostroke	двухтактный
twoway	дважды
twoway	двухсторонний
twoway	двусторонний
twoway	дуплексный
twowheeled	двухколесный
twowinged	двукрылый
twoyearold	двухлетка
tyburnia	тибурния
tying	связь
tying	связывание
tying	соединение
tying	соединения
tyke	грубиян
tyke	хам
tyke	дворняга
tyke	дворняжка
tykes	дворняги
tympan	мембрана
tympanography	тимпанография
type	выводить
type	вводить
type	вид
type	наберите
type	напечатать
type	пропечатать
type	печатать
type	порода
type	тип
type	типичный
typed	напечатан
typed	напечатанный
typeface	гарнитура
typeface	отпечаток
typeform	форма
typein	набирать
typemetal	гарт
typemetal	закалка
typeout	выводить
types	типы
typescript	машинописный
typescripts	машинописный
typesetter	наборщик
typesetter	составитель
typesetting	набор
typesetting	складывания
typesetting	складывание
typesetting	составление
typesetting	составления
typewriting	машинопись
typewritten	машинописный
typhoon	тайфун
typhoons	тайфуны
typhous	тифозный
typical	символический
typical	типичен
typical	типический
typical	типичный
typical	типовой
typically	к-конечно
typically	вестимо
typically	конечно
typically	конечно-конечно
typically	обыкновенно
typically	обычно
typically	привычно-обычно
typing	набранное
typing	отпечатывания
typing	печатание
typing	печатания
typing	печатный
typist	машинистка
typists	машинистки
typograph	печатник
typographer	наборщик
typographer	печатник
typographic	печатный
typographical	печатный
typographical	типографский
typography	книгопечатание
typography	книгопечатанье
typography	оформление
tyrannical	тиранический
tyrannicide	тираноубийство
tyrannicide	тираноубийца
tyrannizes	тиранит
tyranny	деспотизм
tyranny	жестокость
tyranny	тирания
tyranny	тиранство
tyrant	тиран
tyrants	тираны
tyre	шина
tyre	муляж
tyres	шины
tyrolean	тиролец
tyrolese	тиролец
tyrolese	тирольский
tyropanoate	тиропаноат
tyrrhene	этруск
tyrrhene	этрусский
tyrrhenian	этруск
tyrrhenian	этрусский
tzar	царь
tzars	цари
tzigane	цыганский
ubiquarian	повсеместный
ubiquitous	повсеместен
ubiquitous	повсеместный
ubiquitously	повсеместно
ucg	узк
udder	вымя
udometer	дождемер
uganda	уганда
ugandan	угандийский
ugh	ой
ugh	кхе-кхе
ugilification	уродство
ugilification	обезображивание
ugliness	уродливость
uglinesses	уродливость
ugly	безобразен
ugly	гадок
ugly	безобразный
ugly	гадкий
ugly	задиристый
ugly	неприятный
ugly	опасный
ugly	отталкивающий
ugly	склочный
ugly	противный
ugly	скверный
ugly	уродливый
ugly	угрожающий
ugric	угорский
ugrofinnic	угро-финский
uhlan	улан
uigur	уйгурский
uigur	уйгур
uk	великобритания
ukraine	украина
ukraines	украина
ukrainian	украинец
ukrainian	украинский
ukrainians	украинке
ukrainians	украинцы
ukrainianspeaking	украиноязычный
ukrhainian	украинский
ulcer	язва
ulcer	изъязвление
ulcerate	губить
ulcerate	изъязвлять
ulcerate	портить
ulcers	изъязвления
ulcers	язвы
uliginose	болотистый
uliginose	болотный
uliginose	илистый
uliginous	болотистый
uliginous	болотный
uliginous	илистый
ullage	недостача
ullage	нехватка
ullage	утечка
ulterior	дальнейший
ulterior	невыраженный
ulterior	последующий
ulterior	скрытый
ulterior	потусторонний
ultimata	ультиматумы
ultimate	завершать
ultimate	конечен
ultimate	конечный
ultimate	концевой
ultimate	максимальный
ultimate	окончательный
ultimate	окончателен
ultimate	первичный
ultimate	основной
ultimate	предел
ultimate	последний
ultimate	элементарный
ultimate	предельный
ultimatum	ультиматум
ultimatums	ультиматумы
ultra	ультра
ultramarine	ультрамарин
ultramarine	ультрамариновый
ultramicroscope	ультрамикроскоп
ultramicroscopic	ультрамикроскопический
ultramontane	ультрамонтан
ultrasonic	сверхзвуковой
ultrasonic	ультразвуковой
ultrasonogram	ультрасонограмма
ultrasonography	ультрасонография
ultrasound	ультразвук
ultraviolet	ультрафиолетовый
ululated	завит
ululated	завитый
ululates	воет
ululating	вои
ululating	вой
umbel	зонтик
umbellate	зонтичный
umbelliferous	зонтичный
umber	темно-коричневый
umber	умбра
umbers	умбры
umbilici	пупы
umbilicus	пуп
umbilicus	рубчик
umbradil	умбрадил
umbrage	затмить
umbrage	обида
umbrage	образа
umbrage	оскорбление
umbrage	сень
umbrageous	подозрительный
umbrageous	обидчивый
umbrageous	тенистый
umbrageous	тинистый
umbrages	образы
umbrages	обиды
umbrages	оскорбления
umbral	релевантен
umbrathor	умбратор
umbrella	зонт
umbrella	зонтик
umbrella	парасолька
umbrella	ширма
umiak	умиак
umlaut	умляут
umpire	посредник
umpires	посредники
umpteen	богато
umpteen	многие
umpteen	не-много
umpteen	много
umpteen	много-много
umyak	умиак
un	глаголам
unabashed	бессовестный
unabashed	нерастерявшийся
unabashed	незапуганный
unabashed	несмутившийся
unabiding	преходящ
unabiding	преходящий
unability	неспособность
unable	бессилен
unable	несостоятелен
unable	бессильный
unable	несостоятельный
unable	неспособен
unable	неспособный
unably	неумело
unabsolved	непрощенный
unacademic	неакадемичный
unaccented	безударный
unacceptability	неприемлемость
unacceptable	неприемлем
unacceptable	неприемлемый
unacceptance	непринятия
unacceptance	непринятие
unacceptance	неприятие
unacceptance	неприятия
unaccepted	неакцептованный
unaccepted	непринятый
unaccepting	непринятие
unaccepting	непринятия
unaccepting	неприятие
unaccepting	неприятия
unaccessible	недоступен
unaccessible	недоступный
unaccidental	неслучайный
unaccidental	неслучаен
unacclimatized	неакклиматизировавшийся
unacclimatized	неакклиматизированный
unaccommodated	неприспособленный
unaccomplished	незавершенный
unaccomplished	неискусный
unaccomplished	незаконченный
unaccomplished	неумелый
unaccountability	неответственность
unaccountably	необъяснимо
unaccounted	необъясненный
unaccounted	неучтенный
unaccounted	неясный
unaccountedfor	необъясненный
unaccountedfor	неясный
unaccustomed	необычный
unaccustomed	непривыкший
unaccustomed	непривычен
unaccustomed	непривычный
unachievable	недостижим
unachievable	недостижимый
unachievable	недосягаемый
unachievable	недосягаем
unacknowledged	непризнанный
unacknowledging	непризнания
unacknowledging	непризнание
unacquaintance	незнаком
unacquaintance	незнакомый
unacquainted	незнаком
unacquainted	незнакомый
unacted	невыполненный
unacted	неисполненный
unacted	несделанный
unactive	неактивный
unadapted	неприспособленный
unadapted	неадаптированный
unadjustable	нерегулированный
unadmirable	незамечательный
unadmitted	непризнанный
unadopted	неусновленный
unadopted	неусыновленный
unadult	невзрослый
unadulterated	настоящий
unadulterated	нефальсифицированный
unadulterated	чистейший
unadulterated	чистый
unadvantageous	невыгоден
unadvantageous	безвыгодный
unadvantageous	невыгодный
unadventurous	несмелый
unadvisable	нерекомендуемый
unadvisable	нецелесообразный
unadvised	неосмотрительный
unadvised	неразумный
unadvised	поспешен
unadvised	поспешный
unadvisedly	необдуманно
unadvisedly	непродуманно
unaffable	неприветливый
unaffable	неприветлив
unaffected	искренен
unaffected	искренний
unaffected	истинен
unaffected	истинный
unaffected	неподдельный
unaffected	непосредственный
unaffecteda	искренний
unaffecteda	неподдельный
unaffecteda	непосредственный
unaffectedly	бесхитростно
unaffectedly	искренне
unageing	нестареющий
unaggressive	неагрессивный
unaging	нестареющий
unagreeable	неприятен
unagreeable	неприятный
unagreeable	несогласный
unagreeable	непоследовательный
unalienable	неотчуждаемый
unalike	неподобный
unalive	безжизненный
unalive	неодушевленный
unalive	неживой
unallayed	безутешный
unallayed	нелегированный
unallotted	непредназначенный
unallotted	нераспределенный
unallowable	воспрещен
unallowable	возбранен
unallowable	запрещенный
unallowable	запрещен
unalloyed	нелегированный
unalphabeted	неграмотный
unalterable	неизменен
unalterable	неизменяемый
unalterable	неизменный
unalterably	неизменно
unambiguous	однозначен
unambiguous	однозначный
unambiguously	однозначно
unamenable	неподатлив
unamenable	неподатливый
unamenable	непослушный
unamendable	невосполним
unamendable	невосполнимый
unamendable	неисправим
unamendable	неисправимый
unamendable	непоправим
unamendable	непоправимый
unamerican	антиамериканский
unamiability	недоброжелательность
unamiable	недоброжелательный
unamiable	неблагожелателен
unamicable	недружеский
unamicable	недружественный
unamicable	недружествен
unamicable	недружный
unanalogous	неподобный
unanalytical	неаналитический
unanimated	безжизненный
unanimities	единодушие
unanimity	единодушие
unanimous	единодушный
unanimous	единодушен
unanimous	единодушый
unanimously	единогласно
unanimously	единодушно
unannotated	неаннотированный
unannounced	необъявленный
unanswerable	неопровержим
unanswerable	неоспорим
unanswerable	неопровержимый
unanswerable	неоспоримый
unanswerable	непререкаем
unanswerable	непререкаемый
unanswerable	такой
unapparent	неочевиден
unapparent	неочевидный
unappealable	окончателен
unappealable	окончательный
unappeasable	непримиримый
unappeasable	непримирим
unappeasable	неукротимый
unappeasable	неутомимый
unappetizing	неаппетитный
unappetizingly	неаппетитно
unapplicable	негоден
unapplicable	непригоден
unapplicable	непригодный
unapplicable	неприемлемый
unapplicable	неприменимый
unappreciable	неощутим
unappreciable	неощутимый
unappreciative	неблагодарный
unappreciative	неблагодарен
unapprehending	неосознание
unapprehensive	непонятливый
unapprehensive	бесстрашный
unapprehensive	несообразительный
unapproachable	неприступен
unapproachable	несравнимый
unapproachable	неприступный
unapproachable	бесподобный
unapproachable	недоступный
unapproachable	недостижимый
unappropriate	неподходящий
unappropriate	несоответствующий
unappropriated	свободный
unapprovingly	неодобрительно
unapt	неподходящий
unapt	несклонный
unapt	неспособный
unapt	несоответствующий
unapt	неумелый
unaptness	нецелесообразность
unarguable	бесспорный
unarm	разоружать
unarm	разоружаться
unarmed	разоруженный
unarmed	разоружен
unarmed	невооруженный
unarmed	безоружный
unarmoured	небронированный
unarms	разоружается
unart	неискусство
unartful	безыскусственный
